GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E4T001,E4T002,E4T003,E4T004,E4T005,E4T006,E4T007,E4T008,E4T009,E4T010,E4T011,E4T012,E4T013,E4T014,E4T015,E4T016,E4T017,E4T018,E4T019,E4T020,E4T021,E4T022,E4T023,E4T024,E4T025
"G130127000045","1990",,,,,,"5","0004",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",52,36,25,43,30,45,42,32,42,45,71,83,49,23,15,0,39,13,80,21,22,8,0,0,7
"G130127000046","1990",,,,,,"6","0004",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",8,0,14,0,9,20,0,29,0,19,0,9,7,24,0,46,20,12,45,21,79,34,6,0,0
"G130127000051","1990",,,,,,"1","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",21,34,46,14,28,61,24,57,21,13,24,22,52,0,54,9,29,7,14,14,8,23,7,0,0
"G130127000052","1990",,,,,,"2","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",13,27,30,8,13,0,6,14,20,0,9,11,18,18,15,11,8,16,28,12,5,9,0,0,6
"G130127000053","1990",,,,,,"3","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",48,42,10,14,6,7,28,18,7,7,19,7,0,0,0,0,0,7,0,0,0,0,0,0,0
"G130127000054","1990",,,,,,"4","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",59,64,18,15,52,50,39,10,0,7,7,5,14,3,14,0,3,0,7,6,0,0,0,0,0
"G130127000055","1990",,,,,,"5","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",12,30,12,7,40,10,13,13,38,0,20,9,44,18,9,11,18,0,28,34,45,7,0,0,6
"G130127000056","1990",,,,,,"6","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",11,41,26,23,18,20,0,22,17,11,33,18,35,0,20,27,52,26,9,14,29,7,0,0,0
"G130127000057","1990",,,,,,"7","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 7",6,10,11,13,10,9,17,0,6,23,12,0,0,10,9,0,0,0,19,28,15,32,0,0,0
"G130127000058","1990",,,,,,"8","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 8",72,172,95,36,63,51,133,51,33,9,21,65,22,24,40,8,15,0,28,16,96,11,0,0,7
"G130127000059","1990",,,,,,"9","0005",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 9",81,117,20,50,12,19,33,11,19,11,38,30,0,50,68,8,0,8,28,33,33,39,9,0,0
"G130127000061","1990",,,,,,"1","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",16,36,0,14,0,14,32,7,17,23,7,15,14,0,8,7,0,7,39,7,20,25,0,0,0
"G130127000062","1990",,,,,,"2","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",0,0,6,6,0,0,8,15,0,7,0,0,0,0,0,0,14,0,7,6,5,6,0,0,0
"G130127000063","1990",,,,,,"3","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",22,22,32,15,7,7,15,14,7,8,7,14,0,0,0,15,8,0,15,0,23,17,0,9,0
"G130127000064","1990",,,,,,"4","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",24,14,36,20,0,6,15,0,58,28,13,29,34,22,14,28,10,0,17,21,31,25,7,0,0
"G130127000065","1990",,,,,,"5","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",16,31,42,15,13,15,26,20,12,20,29,5,35,13,28,0,7,7,28,22,51,22,0,0,0
"G130127000066","1990",,,,,,"6","0006",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",38,8,22,8,22,37,47,30,14,7,48,19,32,16,0,8,14,0,0,7,8,0,0,0,0
"G130127000071","1990",,,,,,"1","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",17,31,32,8,22,49,17,7,20,0,11,25,9,25,9,0,35,0,18,0,7,0,0,0,0
"G130127000072","1990",,,,,,"2","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",14,6,0,16,19,33,0,10,24,34,17,0,8,0,18,0,14,9,6,9,36,0,0,0,0
"G130127000073","1990",,,,,,"3","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",29,43,29,0,33,22,45,43,20,0,0,9,0,0,12,9,0,0,0,0,24,0,0,0,0
"G130127000074","1990",,,,,,"4","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",95,110,10,0,17,16,21,0,0,16,13,0,0,0,8,0,15,0,13,0,0,0,0,0,0
"G130127000075","1990",,,,,,"5","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",23,52,15,15,24,18,35,10,8,9,9,18,17,7,0,0,0,8,10,18,19,9,0,0,0
"G130127000076","1990",,,,,,"6","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",29,48,13,33,27,10,0,12,10,0,0,0,33,12,0,11,10,0,0,11,0,0,10,0,0
"G130127000077","1990",,,,,,"7","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 7",48,80,17,47,21,80,19,27,25,9,34,0,0,22,0,0,11,0,10,0,0,11,0,0,0
"G130127000078","1990",,,,,,"8","0007",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 8",36,27,23,33,29,16,33,0,19,0,12,10,0,0,8,5,0,0,8,11,0,0,0,0,0
"G130127000081","1990",,,,,,"1","0008",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",78,96,76,42,32,35,7,12,20,6,22,3,26,0,0,0,0,0,0,7,9,0,5,0,0
"G130127000082","1990",,,,,,"2","0008",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",69,51,51,31,40,51,19,14,23,9,15,24,0,10,0,0,10,19,11,12,15,10,0,0,0
"G130127000083","1990",,,,,,"3","0008",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130127000084","1990",,,,,,"4","0008",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",106,91,59,18,36,10,22,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"G130127000085","1990",,,,,,"5","0008",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",12,76,17,15,14,27,15,11,23,18,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"G130127000091","1990",,,,,,"1","0009",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",7,21,28,11,12,19,22,44,22,20,38,0,10,17,0,8,0,7,0,0,0,14,0,0,6
"G130127000092","1990",,,,,,"2","0009",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",39,63,10,8,0,0,0,0,15,9,41,0,32,0,13,0,0,9,0,11,0,11,0,0,0
"G130127000093","1990",,,,,,"3","0009",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",15,31,41,16,46,12,5,17,33,28,6,6,19,8,0,7,0,6,40,5,18,0,0,0,0
"G130127000095","1990",,,,,,"5","0009",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",34,32,0,8,40,5,0,0,7,24,12,0,17,12,24,0,10,0,0,10,12,35,8,0,0
"G130127000096","1990",,,,,,"6","0009",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",112,92,21,9,24,19,9,20,17,19,6,0,7,14,10,0,0,0,24,22,0,0,0,0,0
"G130127000102","1990",,,,,,"2","0010",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",48,62,43,7,30,25,41,25,37,25,32,40,23,28,9,10,9,9,8,32,56,27,0,0,0
"G130127000103","1990",,,,,,"3","0010",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",17,56,23,9,6,8,21,0,26,10,24,21,9,26,33,7,18,10,59,18,15,41,8,0,0
"G130127000104","1990",,,,,,"4","0010",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",18,35,31,39,9,11,10,8,17,25,10,19,29,0,0,8,11,0,0,0,30,41,0,0,0
"G130127000105","1990",,,,,,"5","0010",,,"Glynn","127",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",0,7,22,14,29,24,17,18,19,34,7,44,35,24,25,7,45,32,10,10,50,66,0,0,18
"G130129097011","1990",,,,,,"1","9701",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",23,52,6,19,21,4,12,5,35,2,34,12,10,5,0,2,9,2,13,13,1,7,0,0,0
"G130129097012","1990",,,,,,"2","9701",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",24,53,39,13,23,22,20,72,44,41,25,35,21,24,6,12,0,0,16,24,0,0,6,0,0
"G130129097013","1990",,,,,,"3","9701",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",17,40,14,21,5,20,12,13,11,16,17,19,10,14,14,11,14,6,14,13,24,10,0,13,0
"G13012909702981","1990",,,,,,"1","970298",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,34,21,12,35,22,26,18,11,21,39,8,34,26,20,9,5,26,23,0,39,8,15,0,9
"G13012909702982","1990",,,,,,"2","970298",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",31,43,14,51,33,21,18,56,24,21,17,22,10,1,0,13,4,0,3,8,28,2,0,0,0
"G13012909702983","1990",,,,,,"3","970298",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",31,48,35,14,26,46,26,24,21,14,22,31,19,20,34,9,26,2,11,3,25,16,0,4,6
"G13012909702984","1990",,,,,,"4","970298",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",11,14,20,20,35,32,21,8,45,46,6,16,16,49,17,9,25,16,6,25,47,19,0,0,16
"G130129097031","1990",,,,,,"1","9703",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",16,0,7,0,17,17,23,7,17,8,26,0,11,26,20,5,0,0,7,16,22,15,6,0,3
"G130129097032","1990",,,,,,"2","9703",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",48,56,35,21,30,33,23,103,28,19,35,44,82,50,40,18,36,8,26,8,0,12,0,0,22
"G130129097033","1990",,,,,,"3","9703",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",37,15,47,29,17,47,14,12,11,6,25,16,21,7,4,15,0,0,9,6,11,0,0,0,0
"G130129097034","1990",,,,,,"4","9703",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",30,60,26,7,8,28,26,29,45,13,21,47,8,0,9,0,6,0,15,0,0,0,0,0,0
"G130129097041","1990",,,,,,"1","9704",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,27,10,26,34,15,25,10,24,20,35,7,13,17,6,7,20,20,38,11,22,15,14,0,7
"G130129097042","1990",,,,,,"2","9704",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",50,22,7,15,33,27,14,0,24,22,7,0,0,8,0,0,0,8,19,11,39,22,15,0,8
"G130129097043","1990",,,,,,"3","9704",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",10,19,9,18,33,23,34,4,63,21,22,15,38,0,0,49,8,0,18,11,19,7,0,0,0
"G130129097051","1990",,,,,,"1","9705",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",6,20,6,14,17,12,8,14,32,18,21,12,23,47,20,8,0,44,13,20,23,19,0,0,5
"G130129097052","1990",,,,,,"2","9705",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",25,20,4,10,6,11,8,0,10,4,24,20,10,14,4,4,20,6,22,15,13,5,11,0,5
"G130129097053","1990",,,,,,"3","9705",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",32,56,0,0,8,15,7,22,0,0,39,31,14,13,14,13,16,23,0,8,0,8,9,0,0
"G130129097061","1990",,,,,,"1","9706",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",104,113,22,13,11,5,9,0,0,7,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0
"G130129097062","1990",,,,,,"2","9706",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",33,16,39,30,28,19,19,7,6,32,23,29,19,24,11,25,10,7,17,7,12,0,0,0,0
"G130129097063","1990",,,,,,"3","9706",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",30,93,50,45,59,48,27,38,65,8,27,46,25,9,60,28,0,12,0,15,30,6,0,0,0
"G130129097064","1990",,,,,,"4","9706",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",50,79,17,24,7,15,20,14,16,9,35,0,6,5,8,0,0,7,17,7,0,9,0,0,0
"G130129097071","1990",,,,,,"1","9707",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,27,20,14,5,6,32,23,26,0,13,14,15,14,45,8,32,0,13,5,8,20,0,7,0
"G130129097072","1990",,,,,,"2","9707",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",5,22,14,7,26,12,38,6,5,30,37,13,14,8,4,20,15,19,14,5,19,11,10,0,0
"G130129097073","1990",,,,,,"3","9707",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",30,59,26,16,34,10,13,13,16,25,13,15,22,0,3,14,2,0,6,0,22,3,0,0,0
"G130129097081","1990",,,,,,"1","9708",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,31,7,0,6,6,17,12,28,0,31,20,13,13,25,16,20,7,23,17,32,0,0,7,10
"G130129097082","1990",,,,,,"2","9708",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",6,8,15,15,6,8,7,28,18,0,39,0,5,8,37,20,17,15,7,50,82,20,7,15,7
"G130129097083","1990",,,,,,"3","9708",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",18,36,14,20,52,13,48,44,28,26,8,11,33,13,33,7,13,17,17,27,24,19,0,0,0
"G130129097091","1990",,,,,,"1","9709",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",31,22,22,22,20,18,27,16,26,4,13,17,31,21,4,19,17,4,16,13,14,5,0,0,10
"G130129097092","1990",,,,,,"2","9709",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",48,50,24,22,10,16,37,16,8,22,22,25,28,15,15,16,0,1,0,7,20,12,7,0,0
"G130129097093","1990",,,,,,"3","9709",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",55,38,40,23,17,18,46,24,57,32,0,17,39,13,42,23,19,28,31,13,50,0,0,0,0
"G13012909710983","1990",,,,,,"3","971098",,,"Gordon","129",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0
"G130131095011","1990",,,,,,"1","9501",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,46,41,6,5,28,23,15,24,6,0,20,34,8,13,4,14,0,8,0,5,0,7,0,0
"G130131095012","1990",,,,,,"2","9501",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",17,40,32,6,0,23,20,10,39,4,4,6,22,8,8,0,7,0,8,18,31,4,0,0,0
"G130131095021","1990",,,,,,"1","9502",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",29,44,16,7,29,13,32,20,24,13,5,4,9,4,11,20,3,17,5,7,18,5,0,0,0
"G130131095022","1990",,,,,,"2","9502",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",53,124,21,28,35,12,31,31,26,40,2,28,20,12,22,0,0,2,4,14,0,4,0,0,0
"G130131095031","1990",,,,,,"1","9503",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",49,49,11,14,21,0,11,13,21,5,7,12,17,4,7,12,6,24,10,11,19,8,9,0,4
"G130131095032","1990",,,,,,"2","9503",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",36,56,26,30,31,15,40,28,22,15,0,17,7,0,15,0,6,12,0,7,36,7,0,0,0
"G130131095033","1990",,,,,,"3","9503",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",101,91,35,14,19,15,16,13,14,7,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0
"G130131095034","1990",,,,,,"4","9503",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",85,88,63,23,15,22,31,14,23,6,43,0,16,2,0,0,0,0,24,0,0,0,0,0,0
"G130131095041","1990",,,,,,"1","9504",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",36,32,17,37,20,28,30,7,43,28,55,29,8,23,7,8,0,14,13,0,0,0,7,0,8
"G130131095042","1990",,,,,,"2","9504",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",42,72,63,32,21,27,23,14,46,8,35,29,7,7,23,14,0,0,5,13,19,19,0,0,7
"G130131095043","1990",,,,,,"3","9504",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",85,115,70,27,8,14,33,20,21,16,5,5,15,7,0,0,6,7,0,0,22,0,0,0,0
"G130131095044","1990",,,,,,"4","9504",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",74,93,22,32,19,9,21,0,0,13,0,0,8,0,6,0,8,0,0,0,0,0,0,0,0
"G130131095051","1990",,,,,,"1","9505",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",55,38,27,24,92,33,36,42,18,5,16,8,44,19,32,9,0,9,19,31,9,0,0,0,0
"G130131095052","1990",,,,,,"2","9505",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",49,49,19,43,17,19,31,9,11,0,29,14,14,9,18,0,0,16,16,10,0,36,0,0,0
"G130131095053","1990",,,,,,"3","9505",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",10,99,9,16,33,30,14,17,40,18,8,25,6,8,33,10,10,0,26,8,29,17,0,0,0
"G130131095054","1990",,,,,,"4","9505",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",21,82,16,24,41,34,37,43,22,45,9,15,17,0,17,0,0,8,8,0,7,0,0,0,0
"G130131095061","1990",,,,,,"1","9506",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",5,23,0,4,16,11,36,11,16,0,12,7,5,5,16,5,9,5,6,0,6,12,0,0,0
"G130131095062","1990",,,,,,"2","9506",,,"Grady","131",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",40,58,25,58,20,7,35,14,59,26,7,0,0,7,0,6,31,7,7,0,14,15,8,0,7
"G130133095011","1990",,,,,,"1","9501",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,48,17,15,11,3,5,16,26,8,17,18,5,2,8,4,4,4,2,4,0,5,3,2,3
"G130133095012","1990",,,,,,"2","9501",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",37,39,0,20,22,19,5,22,22,14,18,7,11,0,8,0,8,7,0,8,8,26,14,0,0
"G130133095021","1990",,,,,,"1","9502",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",41,21,22,11,9,14,5,12,9,14,23,6,3,0,11,13,2,0,15,4,7,9,0,0,0
"G130133095022","1990",,,,,,"2","9502",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",51,52,19,24,12,17,19,20,9,7,20,10,5,4,14,9,4,4,2,3,11,7,5,0,0
"G130133095023","1990",,,,,,"3","9502",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",66,50,30,17,18,12,21,13,31,11,12,8,11,8,5,8,4,8,6,2,4,5,0,0,1
"G130133095031","1990",,,,,,"1","9503",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",51,25,12,36,37,4,27,0,44,28,0,0,0,5,5,0,8,0,15,12,7,9,0,0,8
"G130133095032","1990",,,,,,"2","9503",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",15,56,24,22,26,7,27,19,0,16,6,8,22,5,12,0,0,12,26,15,11,8,0,6,5
"G130133095033","1990",,,,,,"3","9503",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",67,62,12,15,37,29,15,20,7,5,49,4,8,0,7,0,0,0,0,0,5,6,0,0,0
"G130133095034","1990",,,,,,"4","9503",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",60,97,52,9,25,12,26,6,11,18,26,0,13,0,5,0,0,10,4,0,13,10,0,0,0
"G130133095035","1990",,,,,,"5","9503",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",0,33,15,18,28,21,31,15,31,15,19,0,0,17,37,8,0,9,16,14,25,23,16,7,0
"G130133095041","1990",,,,,,"1","9504",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",72,43,31,23,17,12,19,20,23,10,11,10,15,4,1,15,9,12,8,2,9,4,0,0,0
"G130133095051","1990",,,,,,"1","9505",,,"Greene","133",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",76,37,12,10,28,20,37,3,26,3,14,10,23,17,11,10,22,4,9,10,17,8,8,0,6
"G13013500501011","1990",,,,,,"1","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",14,11,0,11,0,0,12,0,15,0,0,0,0,0,12,0,17,0,9,26,13,0,0,0,0
"G13013500501012","1990",,,,,,"2","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",5,5,10,0,8,5,26,11,17,22,18,10,15,33,40,9,12,0,23,15,33,22,4,11,9
"G13013500501013","1990",,,,,,"3","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",59,62,29,33,21,31,19,23,59,33,86,10,13,10,36,23,26,29,10,9,38,0,0,0,0
"G13013500501014","1990",,,,,,"4","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",0,33,25,31,0,20,11,29,16,12,29,7,17,18,9,8,10,0,24,34,30,0,0,0,0
"G13013500501015","1990",,,,,,"5","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",77,42,0,36,22,37,28,17,39,24,18,30,16,20,50,51,42,33,71,48,90,43,24,0,21
"G13013500501016","1990",,,,,,"6","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",0,0,8,0,11,18,0,0,0,0,0,10,0,17,0,0,5,0,0,8,17,5,0,0,0
"G13013500501017","1990",,,,,,"7","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",0,0,12,9,8,6,8,0,0,9,0,9,12,7,14,0,43,26,10,11,35,16,0,4,0
"G13013500501018","1990",,,,,,"8","050101",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 8",0,22,0,0,0,8,0,0,17,0,19,0,0,0,0,0,7,12,14,0,24,0,11,0,0
"G13013500501021","1990",,,,,,"1","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",5,36,11,7,40,17,18,15,11,2,39,17,0,0,0,0,0,20,11,0,3,15,0,0,0
"G13013500501022","1990",,,,,,"2","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",5,2,14,8,20,17,29,20,7,23,29,7,17,6,5,10,2,2,23,16,15,9,0,0,0
"G13013500501023","1990",,,,,,"3","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",5,8,0,0,0,0,0,13,0,0,14,0,7,25,14,0,14,6,0,0,0,5,0,0,0
"G13013500501024","1990",,,,,,"4","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",105,131,34,86,58,50,72,20,19,16,29,38,8,0,7,10,19,10,8,31,26,9,0,8,0
"G13013500501025","1990",,,,,,"5","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",7,30,0,7,10,8,18,30,17,24,6,0,10,48,34,7,36,16,46,29,33,70,0,14,7
"G13013500501026","1990",,,,,,"6","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",32,56,8,40,35,0,21,24,18,49,28,16,41,0,0,10,32,33,15,9,52,16,9,0,6
"G13013500501027","1990",,,,,,"7","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",11,19,24,10,15,0,0,0,0,10,0,0,0,0,16,11,0,0,12,11,10,0,0,0,0
"G13013500501028","1990",,,,,,"8","050102",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 8",33,50,56,47,51,56,0,41,20,9,30,7,13,0,40,16,0,0,40,16,55,18,9,9,0
"G13013500502021","1990",,,,,,"1","050202",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",33,27,4,14,6,25,30,0,22,0,21,39,4,22,56,41,22,40,54,36,89,134,13,21,0
"G13013500502022","1990",,,,,,"2","050202",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",9,5,7,0,21,0,13,8,18,8,10,7,16,21,0,18,20,0,0,20,40,19,8,0,10
"G13013500502031","1990",,,,,,"1","050203",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,6,9,11,8,24,39,40,55,9,44,65,58,79,60,57,44,19,62,61,99,74,0,8,0
"G13013500502032","1990",,,,,,"2","050203",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13013500502033","1990",,,,,,"3","050203",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",38,49,28,37,66,84,119,145,157,124,170,137,126,83,143,101,140,39,144,116,296,223,82,37,59
